編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLSLLHOFFAW47CA,3,5.69,共有部分：本共有部分之項目有樓梯間一項。,鋼筋混凝土造,105年2月5日,三層,
RPOOMLQLLHOFFAW37DA,,92.35,集合住宅,鋼筋混凝土造,107年12月10日,五層,三層 陽台
RPOOMLQLLHOFFAW37DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPSNMLRLLHOFFAW67CA,4,31.72,集合住宅,鋼筋混凝土造,103年11月13日,三層,一層 陽台
RPSNMLRLLHOFFAW67CA,4,4.36,共有部分：本共有部分之項目有走廊、樓梯間等二項。,鋼筋混凝土造,103年11月13日,三層,
RPRNMLQKMHOFFAW47CA,2,119.03,集合住宅,鋼筋混凝土造,105年11月4日,十一層,十層 陽台
RPRNMLQKMHOFFAW47CA,2,41.22,共有部分：本共有部分之項目有蓄水池、停車空間、滯洪池、消防蓄水池、消防機械室、儲藏室、車道、樓梯間、電信室、防空避難室兼停車空間、發電機房、台電配電室、管理室、公共廁所、梯廳、機房、水錶間、水箱、安全梯間、昇降機道、台電通道、機車區、甲梯無障礙樓梯（安全梯）、乙梯（安全梯）、昇降機及無障礙昇降機等２６項。,鋼筋混凝土造,105年11月4日,十一層,
RPPOMLQLLHOFFAW47DA,,89.57,集合住宅,鋼筋混凝土造,107年12月10日,五層,三層 陽台
RPPOMLQLLHOFFAW47DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPPNMLRLLHOFFAW47DA,,87.29,集合住宅,鋼筋混凝土造,107年12月10日,五層,四層 陽台
RPPNMLRLLHOFFAW47DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPSOMLQLLHOFFAW77DA,,92.35,集合住宅,鋼筋混凝土造,107年12月10日,五層,四層 陽台
RPSOMLQLLHOFFAW77DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPSNMLLJMHOFFAW96CA,,113.67,集合住宅,鋼筋混凝土造,107年10月3日,三層,三層 陽台
RPSNMLLJMHOFFAW96CA,,12.17,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,107年10月3日,三層,
RPROMLQLLHOFFAW67DA,,93.11,集合住宅,鋼筋混凝土造,107年12月10日,五層,四層 陽台
RPROMLQLLHOFFAW67DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPRNMLSJMHOFFAW57CA,,113.67,集合住宅,鋼筋混凝土造,107年10月3日,三層,二層 陽台
RPRNMLSJMHOFFAW57CA,,12.17,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,107年10月3日,三層,
RPPOMLLJMHOFFAW76CA,1,80.40,集合住宅,鋼筋混凝土造,107年7月23日,三層,二層 陽台
RPPOMLLJMHOFFAW76CA,1,7.02,共有部分：本共有部分之項目計有門廳、梯廳及樓梯間等３項。,鋼筋混凝土造,107年7月23日,三層,
RPROMLLJMHOFFAW96CA,1,93.26,集合住宅,鋼筋混凝土造,107年7月23日,三層,二層 陽台
RPROMLLJMHOFFAW96CA,1,8.21,共有部分：本共有部分之項目計有門廳、梯廳及樓梯間等３項。,鋼筋混凝土造,107年7月23日,三層,
RPQOMLQLLHOFFAW57DA,,93.11,集合住宅,鋼筋混凝土造,107年12月10日,五層,三層 陽台
RPQOMLQLLHOFFAW57DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPQNMLMJMHOFFAW86CA,1,88.03,集合住宅,鋼筋混凝土造,106年11月16日,三層,二層 陽台
RPQNMLMJMHOFFAW86CA,1,8.00,共有部分：本共有部分之項目有門廳及樓梯間等２項。,鋼筋混凝土造,106年11月16日,三層,
